Subject,Position,Session,A_x,A_y,A_z,G_x,G_y,G_z,C_1,Workout
1,wrist,1,0.506125,0.4992499999999999,0.499125,0.497775,0.5003125,0.49965,0.4980203281762699,LegCurl
1,wrist,1,0.5005,0.501625,0.5,0.498125,0.4998812499999999,0.5003875,0.4997001062666066,LegCurl
1,wrist,1,0.504625,0.4987499999999999,0.4982499999999999,0.50046875,0.50035,0.49980625,0.5003465510236099,LegCurl
1,wrist,1,0.49725,0.501625,0.504375,0.4996125,0.501875,0.49918125,0.5006929957805822,LegCurl
1,wrist,1,0.4997499999999999,0.50075,0.497375,0.5005875000000001,0.5003125,0.5003875,0.5016061072042522,LegCurl
1,wrist,1,0.4995,0.499,0.503375,0.4989875,0.50136875,0.50109375,0.5013858852945579,LegCurl
1,wrist,1,0.501625,0.494875,0.50125,0.4989875,0.50109375,0.49980625,0.5016989967182278,LegCurl
1,wrist,1,0.4957499999999999,0.5,0.502625,0.50008125,0.50210625,0.499025,0.5014121081418978,LegCurl
1,wrist,1,0.496375,0.4934999999999999,0.500625,0.49859375,0.5015999999999999,0.49949375,0.5013918862322035,LegCurl
1,wrist,1,0.50325,0.510125,0.5015,0.5015999999999999,0.50008125,0.4987874999999999,0.5007049976558735,LegCurl
1,wrist,1,0.4992499999999999,0.503375,0.498625,0.4983625,0.500275,0.5026937499999999,0.5003847757462102,LegCurl
1,wrist,1,0.4974999999999999,0.49225,0.504,0.4973812499999999,0.50085625,0.5027750000000001,0.5000978871698492,LegCurl
1,wrist,1,0.497625,0.499625,0.4995,0.50008125,0.5005875000000001,0.4987874999999999,0.4994443319268524,LegCurl
1,wrist,1,0.506125,0.509625,0.4982499999999999,0.50195,0.49918125,0.49875,0.4995907766838558,LegCurl
1,wrist,1,0.501,0.499875,0.502,0.5012125000000001,0.5005875000000001,0.49805,0.4986372214408281,LegCurl
1,wrist,1,0.503375,0.4987499999999999,0.5005,0.50074375,0.5005875000000001,0.49789375,0.4989169995311647,LegCurl
1,wrist,1,0.497125,0.5001249999999999,0.501375,0.5016812500000001,0.50008125,0.4990625,0.4995634442881681,LegCurl
1,wrist,1,0.499875,0.5002500000000001,0.5001249999999999,0.5041,0.49914375,0.4993375,0.4983541666666977,LegCurl
1,wrist,1,0.501375,0.5,0.500375,0.5016375,0.4994125,0.5003875,0.4986702004219716,Squat
1,wrist,1,0.499875,0.49675,0.502875,0.5005875000000001,0.50023125,0.50055,0.4987862341772454,Null
1,wrist,1,0.500375,0.49775,0.50175,0.501525,0.5001187500000001,0.49875,0.4993356012658526,Null
1,wrist,1,0.49725,0.499125,0.502,0.5025375,0.50035,0.49918125,0.4995516350211265,Null
1,wrist,1,0.499875,0.501875,0.4947499999999999,0.50390625,0.49945,0.49824375,0.5000010021097337,Null
1,wrist,1,0.49675,0.496,0.5041249999999999,0.49296875,0.50195,0.5015625,0.4997837025316742,Null
1,wrist,1,0.497375,0.495375,0.505375,0.50241875,0.5001187500000001,0.50043125,0.4997330696202814,Null
1,wrist,1,0.504625,0.504875,0.50075,0.5025375,0.4996125,0.4981624999999999,0.4992491033755553,Null
1,wrist,1,0.49625,0.4925,0.50275,0.49914375,0.500625,0.5003875,0.4987318037974959,Null
1,wrist,1,0.500875,0.4992499999999999,0.50125,0.4995687499999999,0.49976875,0.4984,0.4991811708861031,Null
1,wrist,1,0.4988749999999999,0.508375,0.5015,0.50199375,0.4998812499999999,0.50125,0.4984972046413769,Null
1,wrist,1,0.5035000000000001,0.501375,0.499375,0.4930875,0.5046875,0.51363125,0.4993799050633175,Null
1,wrist,1,0.506875,0.504875,0.4982499999999999,0.4930875,0.5046875,0.51363125,0.4997626054852269,Null
1,wrist,1,0.50525,0.497625,0.501125,0.48761875,0.5044124999999999,0.510975,0.4986453059071675,Null
1,wrist,1,0.50225,0.5001249999999999,0.507125,0.50136875,0.49949375,0.509725,0.498028006329108,Null
1,wrist,1,0.486875,0.495,0.497125,0.49765625,0.5016375,0.50965,0.5044773734177153,Null
1,wrist,1,0.508625,0.5025000000000001,0.50475,0.50015625,0.50043125,0.5083625,0.5009267405063225,Null
1,wrist,1,0.4992499999999999,0.49275,0.50925,0.5034000000000001,0.4977375,0.505975,0.498609440928263,Null
1,wrist,1,0.50975,0.5051249999999999,0.50475,0.51953125,0.4922625,0.5044124999999999,0.4985254746835368,Null
1,wrist,1,0.50325,0.49775,0.48975,0.51359375,0.49234375,0.5058625,0.498874841772144,Null
1,wrist,1,0.53125,0.504875,0.51025,0.521875,0.48488125,0.5062125000000001,0.4989908755274179,Null
1,wrist,1,0.47725,0.490875,0.4955,0.49609375,0.4903125,0.50886875,0.4982069092826918,Null
1,wrist,1,0.5045,0.504875,0.52225,0.52726875,0.49796875,0.50055,0.4980562763712989,Null
1,wrist,1,0.498,0.485375,0.506125,0.49914375,0.50644375,0.49125,0.4970723101265728,Null
1,wrist,1,0.4978749999999999,0.503125,0.49275,0.523675,0.50425625,0.49261875,0.4981883438818467,Null
1,wrist,1,0.4943749999999999,0.501875,0.513625,0.43203125,0.5233187499999999,0.49980625,0.4975043776371206,Null
1,wrist,1,0.509625,0.509,0.492875,0.54765625,0.4815625,0.4812125,0.4975204113923944,Null
1,wrist,1,0.51425,0.510875,0.472,0.5671875,0.47554375,0.4760125,0.4986364451476683,Null
1,wrist,1,0.56775,0.6128750000000001,0.550125,0.37008125,0.5259375,0.4964437499999999,0.4979191455696088,Null
1,wrist,1,0.4985,0.42125,0.50625,0.51585625,0.48508125,0.5091,0.4975018459915494,Null
1,wrist,1,0.503,0.556625,0.49675,0.495,0.5044124999999999,0.4959749999999999,0.4954845464134899,Null
1,wrist,1,0.4992499999999999,0.47375,0.4955,0.51148125,0.5038687500000001,0.5001187500000001,0.5035339135020971,Null
1,wrist,1,0.48475,0.49,0.508,0.4859,0.5061312499999999,0.4949625,0.504249947257371,Null
1,wrist,1,0.5037499999999999,0.518,0.49725,0.49918125,0.50546875,0.49820625,0.5064993143459782,Null
1,wrist,1,0.497125,0.4952499999999999,0.50925,0.49366875,0.50456875,0.49980625,0.508215348101252,Null
1,wrist,1,0.500375,0.50225,0.4965,0.50488125,0.49824375,0.50085625,0.5072980485231926,Null
1,wrist,1,0.505625,0.5015,0.496625,0.49918125,0.49949375,0.503125,0.5056474156117998,Null
1,wrist,1,0.500375,0.495,0.502875,0.4953125,0.50140625,0.5009,0.5039634493670737,Null
1,wrist,1,0.4988749999999999,0.4985,0.4997499999999999,0.4991,0.5,0.4987874999999999,0.5022794831223475,Null
1,wrist,1,0.4995,0.501125,0.5037499999999999,0.5009375,0.49984375,0.497225,0.5020695987654229,Null
1,wrist,1,0.53,0.51075,0.4947499999999999,0.5062875,0.49703125,0.49758125,0.5032970772777063,Null
1,wrist,1,0.494625,0.502125,0.49625,0.50015625,0.5006625,0.499725,0.503457889123292,Null
1,wrist,1,0.489,0.494,0.5042500000000001,0.5038687500000001,0.5003875,0.4991,0.5036853676355755,Null
1,wrist,1,0.499,0.49725,0.5,0.4994125,0.50008125,0.498125,0.5028128461478278,Null
1,wrist,1,0.5025000000000001,0.500875,0.500625,0.500975,0.50015625,0.497425,0.5008403246601112,Null
1,wrist,1,0.4992499999999999,0.500375,0.499375,0.5031625,0.50140625,0.4975374999999999,0.4998344698390302,Null
1,wrist,1,0.497625,0.4938749999999999,0.500625,0.4967562499999999,0.50300625,0.49601875,0.5008619483513137,Null
1,wrist,1,0.501875,0.499,0.503625,0.4989437499999999,0.5022249999999999,0.4945687499999999,0.5059227601968994,Null
1,wrist,1,0.499875,0.501875,0.500625,0.5009375,0.50105625,0.49758125,0.5100169053758494,Null
1,wrist,1,0.4987499999999999,0.500625,0.5037499999999999,0.4987125,0.50043125,0.5021875,0.5087443838881018,Null
1,wrist,1,0.493375,0.49675,0.502125,0.50140625,0.4999625,0.50335625,0.5053051957337186,Null
1,wrist,1,0.497625,0.4955,0.5045,0.50195,0.4975374999999999,0.50206875,0.5012993409126376,Null
1,wrist,1,0.49725,0.500875,0.500875,0.5022625000000001,0.4942562499999999,0.505,0.4971934860915566,Null
1,wrist,1,0.495625,0.502375,0.500875,0.5083625,0.4944125,0.5077375,0.4967542979371734,Null
1,wrist,1,0.4965,0.501875,0.502125,0.49543125,0.49491875,0.51199375,0.4983817764494258,Null
1,wrist,1,0.496875,0.492375,0.494625,0.5031625,0.4934,0.506175,0.4960425882950425,Null
1,wrist,1,0.4983749999999999,0.5055,0.5065000000000001,0.51043125,0.49234375,0.5073062500000001,0.4960367334739615,Null
1,wrist,1,0.5025000000000001,0.498625,0.503125,0.51140625,0.4906624999999999,0.50625,0.4935308786529116,Null
1,wrist,1,0.50475,0.50325,0.5042500000000001,0.511875,0.49203125,0.5103125,0.497558357165164,Null
1,wrist,1,0.50325,0.48925,0.496875,0.520625,0.48668125,0.51648125,0.4963525023441141,Null
1,wrist,1,0.514,0.475875,0.5042500000000001,0.56956875,0.48203125,0.5301187500000001,0.4931133141896998,Null
1,wrist,1,0.51775,0.478375,0.520375,0.6207,0.50421875,0.5385562500000001,0.4935407927019832,Null
1,wrist,1,0.505625,0.53325,0.542875,0.509725,0.54144375,0.5244125,0.5005682712142355,Null
1,wrist,1,0.489,0.524,0.52675,0.4691375,0.57460625,0.50304375,0.4953290830598523,Null
1,wrist,1,0.4822499999999999,0.52275,0.49725,0.45508125,0.5523812499999999,0.4709,0.495989894905438,Null
1,wrist,1,0.501875,0.4945,0.48125,0.4803499999999999,0.53015625,0.45133125,0.495784040084357,Null
1,wrist,1,0.508625,0.493375,0.475,0.48949375,0.5160125,0.4525,0.4995115185966405,Null
1,wrist,1,0.51425,0.496375,0.4855,0.48320625,0.5122249999999999,0.46296875,0.4982056637755595,Null
1,wrist,1,0.497375,0.47525,0.465375,0.46480625,0.49949375,0.4775374999999999,0.4968331422878429,Null
1,wrist,1,0.5038750000000001,0.495,0.49,0.52601875,0.49851875,0.4837125,0.5005939541334287,Null
1,wrist,1,0.4985,0.494875,0.507625,0.52796875,0.4925,0.51136875,0.4982547659790454,Null
1,wrist,1,0.4947499999999999,0.524375,0.500375,0.50546875,0.4934749999999999,0.5122249999999999,0.4986489111579644,Null
1,wrist,1,0.5041249999999999,0.496625,0.4985,0.5055062499999999,0.4934749999999999,0.51491875,0.4994763896702478,Null
1,wrist,1,0.495875,0.495375,0.507375,0.4921875,0.49453125,0.51671875,0.4983705348491669,Null
1,wrist,1,0.50725,0.497125,0.4938749999999999,0.50265625,0.49238125,0.5187875,0.4968313466947836,Null
1,wrist,1,0.490625,0.491875,0.501375,0.49418125,0.4984,0.518825,0.498558825207036,Null
1,wrist,1,0.506375,0.502125,0.5,0.49761875,0.4996125,0.52055,0.5018196370526217,Null
1,wrist,1,0.50475,0.488625,0.503,0.4921875,0.49640625,0.518475,0.5007471155649051,Null
1,wrist,1,0.501625,0.5025000000000001,0.5041249999999999,0.50015625,0.49519375,0.51804375,0.4991745940771575,Null
1,wrist,1,0.5,0.5,0.5038750000000001,0.504725,0.4943375,0.5153875,0.5092611419753792,Null
1,wrist,1,0.5075000000000001,0.500875,0.499125,0.4935125,0.4968,0.5165625,0.5090672628536199,Null
1,wrist,1,0.508875,0.502875,0.4997499999999999,0.50265625,0.497225,0.5167562499999999,0.509006717065225,Null
1,wrist,1,0.494875,0.4938749999999999,0.495125,0.490625,0.49965,0.51769375,0.5090128379434968,Null
1,wrist,1,0.502,0.5038750000000001,0.4905,0.4977375,0.4987874999999999,0.51519375,0.5100189588217375,Null
1,wrist,1,0.51625,0.491125,0.506,0.5184375,0.50703125,0.5140625,0.5086584130333426,Null
1,wrist,1,0.53175,0.474125,0.518,0.500625,0.50125,0.5121875,0.5072312005782811,Null
1,wrist,1,0.498,0.492375,0.5025000000000001,0.4942562499999999,0.49581875,0.5101187500000001,0.5062039881231885,Null
1,wrist,1,0.5078750000000001,0.50175,0.5055,0.490625,0.4987125,0.50418125,0.5058434423347935,Null
1,wrist,1,0.506125,0.491875,0.498625,0.49171875,0.4990625,0.49820625,0.5060495632130653,Null
1,wrist,1,0.4985,0.490875,0.504625,0.496525,0.49805,0.4921875,0.505855684091306,Null
1,wrist,1,0.50825,0.498625,0.4997499999999999,0.5025375,0.50144375,0.48508125,0.5056618049695777,Null
1,wrist,1,0.489375,0.492125,0.49625,0.503125,0.50546875,0.4831624999999999,0.5049012591811828,Null
1,wrist,1,0.503125,0.4965,0.49225,0.49546875,0.50976875,0.4808187499999999,0.5030407133927569,Null
1,wrist,1,0.5002500000000001,0.4902499999999999,0.5078750000000001,0.50195,0.51210625,0.48015625,0.503180167604362,Null
1,wrist,1,0.505375,0.500625,0.49775,0.50398125,0.5128499999999999,0.47585625,0.5022862884826337,Null
1,wrist,1,0.50125,0.494875,0.52025,0.5183187499999999,0.51488125,0.47230625,0.5016257426942078,Null
1,wrist,1,0.5,0.4915,0.493625,0.4909,0.5140625,0.47523125,0.5005985302391462,Null
1,wrist,1,0.504,0.51,0.516375,0.5122249999999999,0.518825,0.46113125,0.4997046511174179,Null
1,wrist,1,0.4952499999999999,0.483375,0.490875,0.5019125,0.514375,0.462775,0.499444105328992,Null
1,wrist,1,0.5085,0.5145,0.50325,0.50055,0.5171875,0.459925,0.4985502262072637,Null
1,wrist,1,0.482,0.494625,0.508625,0.4912125,0.51269375,0.46761875,0.4972563470855355,Null
1,wrist,1,0.4785,0.497,0.4894999999999999,0.50644375,0.5010125,0.4737125,0.4968624679637762,Null
1,wrist,1,0.50175,0.5335,0.5,0.48859375,0.50008125,0.4908187499999999,0.4959019221753813,Null
1,wrist,1,0.496125,0.514625,0.514375,0.50453125,0.4941375,0.51116875,0.4960080430536531,Null
1,wrist,1,0.496375,0.4992499999999999,0.491125,0.4782,0.49265625,0.52055,0.4965141639318938,Null
1,wrist,1,0.49725,0.508,0.4988749999999999,0.49633125,0.4907,0.5259375,0.4965202848101656,Null
1,wrist,1,0.496375,0.5005,0.499625,0.47866875,0.4947249999999999,0.52805,0.4959264056884373,Null
1,wrist,1,0.497,0.499625,0.490125,0.4959,0.49300625,0.525625,0.495732526566678,Null
1,wrist,1,0.514625,0.4902499999999999,0.5042500000000001,0.5015625,0.4961312499999999,0.5228499999999999,0.4956719807782831,Null
1,wrist,1,0.502875,0.495625,0.49625,0.48664375,0.4953499999999999,0.5171875,0.4943447683232215,Null
1,wrist,1,0.493,0.49625,0.488625,0.5023062500000001,0.49699375,0.50851875,0.4935508892014623,Null
1,wrist,1,0.514125,0.500375,0.504625,0.48324375,0.5090250000000001,0.50675625,0.4916903434130674,Null
1,wrist,1,0.4867499999999999,0.48575,0.499625,0.5037125,0.4949625,0.50418125,0.4922964642913391,Null
1,wrist,1,0.51275,0.5001249999999999,0.51625,0.50375,0.49800625,0.4975374999999999,0.4932025851695798,Null
1,wrist,1,0.48875,0.4938749999999999,0.485375,0.5162125000000001,0.48418125,0.4912125,0.4940753727145182,Null
1,wrist,1,0.4858749999999999,0.4872499999999999,0.4902499999999999,0.53265625,0.4964874999999999,0.483475,0.4906148269261233,Null
1,wrist,1,0.4832499999999999,0.499625,0.4872499999999999,0.5187125,0.49238125,0.4855875,0.4904542811376974,Null
1,wrist,1,0.5117499999999999,0.4997499999999999,0.493125,0.52305,0.50215,0.4797249999999999,0.4897270686826358,Null
1,wrist,1,0.50075,0.4997499999999999,0.503375,0.52070625,0.5035125,0.4751937499999999,0.4867998562275742,Null
1,wrist,1,0.50475,0.489375,0.49775,0.5395687499999999,0.5074625,0.454025,0.4778815432098694,Null
1,wrist,1,0.498,0.4805,0.5042500000000001,0.53875,0.5055499999999999,0.4309749999999999,0.4801677910611033,Null
1,wrist,1,0.528125,0.474125,0.4836249999999999,0.6580875,0.46140625,0.379025,0.4808540389123062,Null
1,wrist,1,0.5353749999999999,0.527625,0.476625,0.4883625,0.49539375,0.38484375,0.4777402867635401,Null
1,wrist,1,0.540875,0.497375,0.486625,0.62203125,0.519375,0.3659749999999999,0.481026534614774,Null
1,wrist,1,0.5197499999999999,0.521375,0.4313749999999999,0.5289874999999999,0.4740999999999999,0.3380062499999999,0.4845794491326747,Null
1,wrist,1,0.520625,0.49725,0.4426249999999999,0.62328125,0.44633125,0.344025,0.4828990303172109,Null
1,wrist,1,0.51,0.4357499999999999,0.461375,0.69050625,0.3608625,0.38539375,0.4816852781684448,Null
1,wrist,1,0.4523749999999999,0.4317499999999999,0.47275,0.6824625000000001,0.341525,0.47648125,0.4727715260196787,Null
1,wrist,1,0.570875,0.447625,0.589,0.6944499999999999,0.37730625,0.5637875,0.462491107204246,Null
1,wrist,1,0.524875,0.513875,0.4755,0.4596125,0.49418125,0.5234375,0.5046773550554489,Null
1,wrist,1,0.5207499999999999,0.509,0.485625,0.4747625,0.49109375,0.5243,0.5064302695733495,Null
1,wrist,1,0.5145,0.523875,0.483,0.49335625,0.4973812499999999,0.5194937500000001,0.5068831840912501,Null
1,wrist,1,0.516875,0.487,0.4746249999999999,0.4637125,0.49574375,0.5211749999999999,0.507169431942484,Null
1,wrist,1,0.5121249999999999,0.4796249999999999,0.488,0.47988125,0.4984375,0.525,0.5079556797936869,Null
1,wrist,1,0.4997499999999999,0.4841249999999999,0.473625,0.4806625,0.50116875,0.5330875,0.5043419276449208,Null
1,wrist,1,0.488625,0.4554999999999999,0.479,0.46421875,0.50241875,0.5478875,0.4953281754961547,Null
1,wrist,1,0.475,0.46375,0.46525,0.508125,0.491525,0.5573812499999999,0.5169810900140553,Null
1,wrist,1,0.4639999999999999,0.481125,0.46775,0.5249625,0.48668125,0.5716,0.533034004531925,Null
1,wrist,1,0.4506249999999999,0.492375,0.479875,0.5115625,0.4839437499999999,0.5800375,0.5486535857164921,Null
1,wrist,1,0.462875,0.488,0.481,0.51140625,0.47636875,0.5797249999999999,0.5626065002343927,Null
1,wrist,1,0.4825,0.4855,0.5035000000000001,0.511325,0.4682,0.5743375000000001,0.5647927480856267,Null
1,wrist,1,0.497,0.505625,0.5198750000000001,0.5452312500000001,0.46640625,0.57769375,0.5575789959368296,Null
1,wrist,1,0.521375,0.500625,0.515,0.51328125,0.46605625,0.5753875,0.5412652437880635,Null
1,wrist,1,0.54525,0.5,0.513625,0.50988125,0.4668375,0.57109375,0.5257514916392975,Null
1,wrist,1,0.5191250000000001,0.510625,0.5197499999999999,0.50980625,0.480275,0.567575,0.5165710728238647,Null
1,wrist,1,0.5041249999999999,0.5095,0.528875,0.49230625,0.4983625,0.560975,0.4786906540084009,Null
1,wrist,1,0.5185,0.499375,0.533875,0.50965,0.50953125,0.5598062500000001,0.4769435685263015,Null
1,wrist,1,0.508875,0.509375,0.518625,0.5074625,0.52238125,0.55328125,0.4607631497108688,Null
1,wrist,1,0.5081249999999999,0.502,0.50825,0.5078125,0.5205875,0.54328125,0.4561493975621027,Null
1,wrist,1,0.5113749999999999,0.511125,0.519,0.52386875,0.516875,0.53019375,0.4735689787466389,Null
1,wrist,1,0.514,0.51725,0.51225,0.5180875,0.51769375,0.517575,0.5003885599312062,Null
1,wrist,1,0.506125,0.515125,0.514375,0.51261875,0.52046875,0.5055499999999999,0.5262081411157735,Null
1,wrist,1,0.504,0.516125,0.508,0.5028125,0.52195625,0.50019375,0.5439943889670074,Null
1,wrist,1,0.491625,0.5015,0.499375,0.5010125,0.523125,0.4947625,0.5533806368182103,Null
1,wrist,1,0.486,0.5247499999999999,0.495375,0.51241875,0.51335625,0.4889875,0.5558002180027776,Null
1,wrist,1,0.47725,0.499,0.499375,0.4859,0.5027750000000001,0.4899625,0.5512864658540115,Null
1,wrist,1,0.47525,0.50925,0.504375,0.505625,0.48921875,0.497775,0.542839380371912,Null
1,wrist,1,0.480375,0.476375,0.509625,0.49105625,0.48511875,0.50445,0.5302922948897816,Null
1,wrist,1,0.497,0.480625,0.5113749999999999,0.5074625,0.488125,0.52019375,0.5167452094076822,Null
1,wrist,1,0.513,0.4589999999999999,0.5081249999999999,0.48796875,0.4870687499999999,0.5209375,0.5501145370369777,Null
1,wrist,1,0.525125,0.4586249999999999,0.52825,0.4886749999999999,0.48465,0.518125,0.5304028187997328,Null
1,wrist,1,0.52,0.480375,0.563875,0.51460625,0.4812875,0.5250374999999999,0.5109244338958524,Null
1,wrist,1,0.501375,0.501875,0.52175,0.53988125,0.51773125,0.530975,0.4857127156586386,Null
1,wrist,1,0.495,0.5555,0.4855,0.55706875,0.5508187499999999,0.509925,0.4711343307547271,Null
1,wrist,1,0.48775,0.5426249999999999,0.4605,0.5600375,0.57465,0.4580062499999999,0.4775226125175133,Null
1,wrist,1,0.451625,0.587875,0.403875,0.6634375,0.5325375,0.3971125,0.4885108942802995,Null
1,wrist,1,0.536875,0.429625,0.433125,0.51796875,0.454925,0.3987125,0.4886991760430547,Null
1,wrist,1,0.5585,0.53075,0.450125,0.53984375,0.4236312499999999,0.44046875,0.4868874578058409,Null
1,wrist,1,0.5685,0.4285,0.540125,0.39555,0.41875,0.48914375,0.4751424062352627,Null
1,wrist,1,0.525625,0.50325,0.476375,0.5046875,0.4565625,0.5083625,0.4636973546647156,Null
1,wrist,1,0.524875,0.4987499999999999,0.502125,0.45289375,0.437225,0.49800625,0.4591856364275018,Null
1,wrist,1,0.51825,0.531625,0.51525,0.47175625,0.46644375,0.4868,0.4796072515235903,Null
1,wrist,1,0.553125,0.52925,0.524,0.3612875,0.50328125,0.47230625,0.5217955332863765,Null
1,wrist,1,0.487125,0.351875,0.515,0.381525,0.53476875,0.48515625,0.5810504817158294,Null
1,wrist,1,0.468875,0.46525,0.5145,0.5151187500000001,0.52605625,0.4799625,0.5983054301452513,Null
1,wrist,1,0.469875,0.492,0.525875,0.52831875,0.51210625,0.49230625,0.5924603785747041,Null
1,wrist,1,0.4796249999999999,0.45525,0.5015,0.50234375,0.50640625,0.5171875,0.567815327004157,Null
1,wrist,1,0.520875,0.5309999999999999,0.500625,0.5865625,0.50375,0.51453125,0.5462369421002455,Null
1,wrist,1,0.54425,0.5287499999999999,0.508875,0.5116812500000001,0.5185125,0.51543125,0.5187252238630318,Null
1,wrist,1,0.5365,0.4822499999999999,0.513,0.50640625,0.5384375,0.520975,0.5058801722924846,Null
1,wrist,1,0.536875,0.55625,0.5389999999999999,0.47175625,0.56769375,0.5239437499999999,0.5011684540552398,Null
1,wrist,1,0.52,0.4826249999999999,0.51475,0.43543125,0.5942562499999999,0.5318375000000001,0.511356735818026,Null
1,wrist,1,0.501125,0.505,0.5015,0.4668375,0.5875374999999999,0.53726875,0.5216116842474477,Null
1,wrist,1,0.49175,0.49325,0.49775,0.49300625,0.5672625,0.53824375,0.540999966010234,Null
1,wrist,1,0.46825,0.4885,0.46025,0.55116875,0.51671875,0.5287875,0.5452882477730202,Null
1,wrist,1,0.488875,0.53525,0.4992499999999999,0.52820625,0.4978125,0.5327375,0.5403098628691088,Null
1,wrist,1,0.495625,0.47625,0.512375,0.51390625,0.50261875,0.5390999999999999,0.5349314779652282,Null
1,wrist,1,0.5042500000000001,0.484875,0.5233749999999999,0.50055,0.50699375,0.54140625,0.5301864263946812,Null
1,wrist,1,0.5181250000000001,0.420875,0.5429999999999999,0.53386875,0.50863125,0.5521875,0.5316747081574363,Null
1,wrist,1,0.535625,0.44775,0.4995,0.53421875,0.5117562499999999,0.5693375,0.5301629899202225,Null
1,wrist,1,0.5455,0.450375,0.463375,0.5446875,0.515975,0.59741875,0.5223846050163421,Null
1,wrist,1,0.5706249999999999,0.549,0.4756249999999999,0.5518375,0.5396875,0.6030875,0.4956728867790972,Null
1,wrist,1,0.624125,0.6375,0.470125,0.57484375,0.6006625,0.56578125,0.4704278352085501,Null
1,wrist,1,0.588125,0.664625,0.421,0.49515625,0.6618375000000001,0.4730062499999999,0.4768161169713363,Null
1,wrist,1,0.522875,0.560875,0.3969999999999999,0.50953125,0.61710625,0.366175,0.4914043987340915,Null
1,wrist,1,0.5002500000000001,0.530125,0.421375,0.5358625,0.5121875,0.2728125,0.528326013830211,Null
1,wrist,1,0.5231250000000001,0.39175,0.4165,0.4647249999999999,0.41738125,0.2616,0.5350476289263305,Null
1,wrist,1,0.497625,0.41825,0.4582499999999999,0.4139875,0.37055,0.3784749999999999,0.5026025773557524,Null
1,wrist,1,0.47625,0.2685,0.532875,0.374725,0.4264437499999999,0.48574375,0.5108908591185386,Null
1,wrist,1,0.49375,0.4615,0.5471250000000001,0.4862125,0.47241875,0.5728875,0.5091384259259017,Null
1,wrist,1,0.507125,0.5585,0.563625,0.4278125,0.44918125,0.55824375,0.4787186345522292,Null
1,wrist,1,0.545,0.47575,0.513625,0.48828125,0.4817562499999999,0.516525,0.4471655098452543,Null
1,wrist,1,0.5347500000000001,0.5055,0.500375,0.59074375,0.48168125,0.51668125,0.4550123851382794,Null
1,wrist,1,0.517,0.476375,0.5045,0.5278499999999999,0.496875,0.5357437500000001,0.4397592604312735,Null
1,wrist,1,0.4746249999999999,0.470875,0.502875,0.50633125,0.5034375,0.5507437500000001,0.425739469057632,Null
1,wrist,1,0.50275,0.4295,0.466375,0.541525,0.47125,0.5664437499999999,0.4213196776839904,Null
1,wrist,1,0.532125,0.491125,0.47525,0.56230625,0.46585625,0.5894125,0.4246665529769845,Null
1,wrist,1,0.5653750000000001,0.562125,0.491125,0.590075,0.4790625,0.58769375,0.459346761603343,Null
1,wrist,1,0.478375,0.6635,0.43075,0.63175625,0.5334375,0.4125374999999999,0.3580603035630037,Null
1,wrist,1,0.550125,0.563,0.469625,0.41,0.4527375,0.3553499999999999,0.3531071788560289,Null
1,wrist,1,0.5081249999999999,0.32975,0.457625,0.30726875,0.49324375,0.42625,0.3829207208157206,Null
1,wrist,1,0.475875,0.39025,0.5255,0.46484375,0.5041,0.4984375,0.4061675961087147,Null
1,wrist,1,0.5015,0.506625,0.537875,0.45484375,0.5165625,0.52484375,0.4121478047350732,Null
1,wrist,1,0.507,0.481125,0.5078750000000001,0.408475,0.52425625,0.515075,0.440461346694765,Null
1,wrist,1,0.5025000000000001,0.47,0.506,0.4945687499999999,0.5183187499999999,0.50296875,0.4887748886544257,Null
1,wrist,1,0.503375,0.514875,0.5041249999999999,0.52765625,0.5062125000000001,0.49043125,0.5186217639474509,Null
1,wrist,1,0.4983749999999999,0.506375,0.49775,0.5083625,0.50140625,0.4868,0.5320353059071427,Null
1,wrist,1,0.48975,0.521625,0.49725,0.507425,0.5009375,0.4875,0.55561551453347,Null
1,wrist,1,0.4907499999999999,0.507375,0.48525,0.49261875,0.50285,0.48715,0.5695290564931619,Null
1,wrist,1,0.495375,0.489,0.474,0.49,0.508675,0.4891,0.5776092651195204,Null
1,wrist,1,0.497625,0.491625,0.48925,0.4808187499999999,0.510975,0.4970687499999999,0.5953561404125144,Null
1,wrist,1,0.48525,0.501875,0.508625,0.49390625,0.510975,0.5,0.5992030157055396,Null
1,wrist,1,0.4815,0.5037499999999999,0.5121249999999999,0.49761875,0.5103875,0.4969125,0.590983224331898,Null
1,wrist,1,0.48425,0.4982499999999999,0.4938749999999999,0.50578125,0.5059,0.4895687499999999,0.5655634329582254,Null
1,wrist,1,0.485,0.508375,0.493,0.52671875,0.50125,0.4819124999999999,0.5447103082512506,Null
1,wrist,1,0.48475,0.510125,0.4912499999999999,0.5261312499999999,0.50215,0.4814437499999999,0.545890516877609,Null
1,wrist,1,0.48875,0.50925,0.498625,0.5129312500000001,0.50359375,0.47890625,0.5456707255039364,Null
1,wrist,1,0.489625,0.4982499999999999,0.494,0.50238125,0.5080875,0.4785125,0.5532842674636282,Null
1,wrist,1,0.4943749999999999,0.4955,0.502625,0.4955875,0.50578125,0.4816,0.5660311427566223,Null
1,wrist,1,0.50525,0.46875,0.47775,0.505,0.51199375,0.4846875,0.5713113513829807,Null
1,wrist,1,0.514375,0.474125,0.4903749999999999,0.49793125,0.51699375,0.47929375,0.5601582266760059,Null
